(1, 5, 7, 8, 13, 22, 41)
(1, 3, 7, 9, 26, 32, 33)
(3, 5, 10, 13, 21, 22, 24)
(9, 10, 19, 24, 32, 37, 41)
(3, 5, 7, 22, 26, 32, 37)
(3, 6, 22, 24, 26, 33, 41)
(2, 3, 6, 7, 9, 13, 19)
(3, 8, 10, 13, 19, 26, 33)
(1, 6, 10, 17, 21, 22, 37)
(5, 6, 8, 17, 19, 24, 32)
(2, 7, 8, 9, 10, 37, 41)
(1, 2, 13, 19, 26, 33, 37)
(2, 3, 6, 7, 8, 10, 33)
(1, 5, 9, 17, 24, 33, 41)
(2, 5, 8, 9, 13, 21, 33)
(1, 5, 6, 8, 17, 22, 26)
(1, 2, 7, 10, 19, 24, 32)
(1, 9, 13, 17, 19, 22, 26)
(1, 3, 5, 21, 24, 32, 37)
(3, 8, 13, 17, 21, 22, 37)
(8, 9, 13, 17, 24, 26, 41)
(1, 2, 8, 10, 13, 32, 41)
(6, 9, 17, 19, 21, 24, 33)
(1, 13, 22, 24, 26, 32, 41)
(2, 6, 7, 17, 19, 22, 41)
(5, 6, 7, 8, 10, 21, 32)
(3, 6, 8, 17, 26, 33, 37)
(1, 2, 3, 7, 9, 22, 24)
(2, 10, 19, 21, 22, 33, 41)
(7, 9, 17, 24, 32, 33, 37)
(1, 3, 6, 22, 32, 33, 41)
(2, 6, 13, 17, 21, 26, 33)
(1, 6, 7, 9, 17, 21, 41)
(1, 2, 5, 10, 22, 26, 33)
(1, 7, 8, 9, 13, 26, 37)
(2, 5, 8, 9, 19, 26, 37)
(2, 5, 7, 8, 21, 22, 26)
(2, 3, 5, 17, 19, 24, 32)
(2, 8, 9, 22, 24, 32, 33)
(5, 13, 19, 26, 32, 33, 41)
(1, 2, 3, 7, 17, 26, 41)
(1, 5, 7, 10, 21, 24, 41)
(3, 5, 9, 10, 13, 32, 37)
(2, 6, 21, 24, 32, 37, 41)
(1, 3, 10, 13, 19, 21, 24)
(1, 3, 8, 19, 32, 37, 41)
(6, 7, 10, 17, 19, 24, 33)
(1, 3, 5, 9, 10, 33, 41)
(3, 5, 6, 9, 17, 19, 24)
(9, 13, 17, 19, 21, 26, 37)
(2, 9, 13, 17, 22, 32, 33)
(5, 6, 7, 13, 21, 33, 37)
(2, 3, 5, 7, 9, 21, 32)
(2, 3, 6, 10, 21, 24, 26)
(3, 8, 21, 22, 24, 37, 41)
(3, 6, 8, 13, 26, 32, 41)
(3, 10, 17, 22, 32, 37, 41)
(1, 6, 9, 10, 13, 22, 24)
(1, 2, 7, 21, 22, 26, 37)
(5, 17, 21, 26, 32, 33, 37)
(2, 5, 10, 13, 19, 22, 37)
(1, 7, 13, 19, 22, 32, 33)
(2, 5, 9, 13, 24, 26, 33)
(1, 8, 9, 24, 32, 33, 37)
(5, 8, 10, 17, 24, 37, 41)
(3, 6, 19, 22, 24, 32, 33)
(5, 8, 9, 19, 21, 22, 41)
(3, 5, 6, 8, 10, 19, 41)
(3, 9, 13, 21, 22, 33, 37)
(7, 9, 10, 13, 17, 19, 41)
(2, 6, 7, 24, 26, 32, 37)
(7, 8, 10, 13, 19, 26, 37)
(1, 3, 6, 19, 21, 26, 37)
(1, 2, 6, 8, 21, 22, 33)
(1, 2, 5, 6, 7, 17, 32)
(9, 17, 19, 22, 26, 37, 41)
(2, 3, 9, 10, 13, 19, 22)
(2, 5, 21, 24, 26, 33, 41)
(1, 8, 17, 19, 22, 24, 33)
(7, 8, 13, 17, 21, 32, 41)
(1, 6, 10, 19, 26, 33, 41)
(7, 9, 10, 13, 26, 32, 33)
(6, 7, 9, 21, 22, 24, 26)
(2, 3, 6, 9, 21, 33, 41)
(2, 3, 5, 7, 8, 17, 33)
(2, 3, 7, 8, 19, 21, 32)
(1, 5, 6, 9, 10, 17, 21)
(3, 7, 8, 10, 22, 26, 41)
(6, 7, 8, 19, 21, 32, 37)
(1, 5, 19, 21, 22, 37, 41)
(2, 5, 7, 9, 13, 24, 41)
(1, 3, 5, 6, 13, 17, 33)
(2, 10, 13, 17, 21, 24, 37)
(1, 6, 7, 8, 9, 19, 21)
(2, 3, 5, 6, 8, 13, 22)
(3, 5, 7, 10, 21, 26, 33)
(1, 7, 9, 10, 17, 19, 32)
(3, 7, 10, 13, 22, 24, 33)
(1, 6, 9, 17, 24, 26, 41)
(6, 8, 21, 22, 32, 37, 41)
(2, 8, 13, 19, 24, 33, 41)
(2, 5, 8, 13, 24, 26, 32)
(1, 2, 9, 17, 19, 22, 41)
(2, 3, 17, 19, 22, 26, 41)
(1, 2, 3, 10, 19, 32, 37)
(2, 9, 10, 22, 24, 26, 32)
(3, 7, 10, 21, 32, 33, 41)
(1, 7, 9, 21, 22, 33, 37)
(5, 7, 8, 9, 13, 17, 33)
(1, 3, 5, 19, 33, 37, 41)
(2, 6, 8, 10, 13, 26, 41)
(1, 5, 6, 9, 13, 19, 32)
(2, 19, 22, 26, 32, 37, 41)
(3, 5, 8, 10, 19, 24, 32)
(1, 9, 13, 17, 21, 24, 32)
(3, 6, 8, 10, 21, 32, 33)
(2, 5, 6, 17, 22, 37, 41)
(2, 13, 17, 19, 22, 24, 37)
(3, 9, 13, 17, 24, 26, 41)
(6, 7, 10, 13, 17, 24, 41)
(5, 7, 9, 13, 21, 32, 33)
(1, 2, 6, 9, 21, 33, 37)
(7, 8, 9, 10, 26, 32, 37)
(1, 3, 13, 24, 26, 32, 37)
(3, 6, 10, 24, 26, 33, 37)
(1, 2, 3, 7, 10, 13, 17)
(13, 17, 19, 21, 22, 24, 26)
(5, 7, 17, 22, 24, 26, 32)
45-20-7-6-5-1-384
