(2, 3, 4, 5, 9, 15, 18, 21, 24, 25, 27, 32, 34, 36, 38, 39, 40, 44)
(2, 5, 18, 27, 32, 36, 40)
(2, 4, 5, 15, 21, 25, 44)
(9, 15, 18, 34, 36, 38, 44)
(3, 18, 24, 25, 32, 39, 44)
(9, 21, 25, 27, 34, 39, 40)
(3, 4, 21, 24, 27, 36, 38)
(2, 3, 5, 9, 32, 34, 38)
(4, 5, 15, 24, 38, 39, 40)
(2, 4, 9, 15, 24, 27, 32)
(3, 4, 15, 25, 34, 36, 40)
(2, 18, 21, 24, 34, 40, 44)
(3, 5, 15, 18, 21, 27, 39)
(2, 21, 25, 32, 36, 38, 39)
(5, 9, 24, 25, 27, 36, 44)
(4, 27, 32, 34, 38, 39, 44)
(2, 3, 4, 9, 39, 40, 44)
(4, 9, 18, 21, 32, 38, 40)
(4, 5, 18, 24, 34, 36, 39)
(2, 3, 15, 18, 25, 27, 38)
(3, 15, 21, 32, 36, 40, 44)
(5, 15, 21, 24, 25, 32, 34)
(3, 5, 9, 24, 25, 38, 40)
(2, 9, 15, 21, 24, 36, 39)
(5, 25, 27, 34, 38, 40, 44)
(4, 5, 9, 18, 25, 32, 36)
(2, 3, 24, 27, 34, 36, 44)
(3, 4, 9, 18, 21, 27, 34)
(2, 15, 18, 32, 34, 39, 40)
(5, 9, 18, 21, 38, 39, 44)
(2, 4, 18, 24, 25, 27, 38)
(9, 24, 27, 32, 36, 39, 40)
(15, 18, 25, 27, 36, 40, 44)
(3, 4, 5, 15, 32, 36, 44)
(3, 5, 21, 34, 36, 39, 40)
(9, 15, 24, 34, 38, 39, 44)
(2, 3, 9, 21, 25, 32, 44)
(2, 5, 15, 21, 27, 38, 40)
(2, 4, 5, 25, 27, 32, 39)
(3, 18, 24, 32, 36, 38, 40)
(2, 4, 25, 34, 36, 38, 44)
(3, 9, 15, 18, 25, 38, 39)
(2, 3, 4, 5, 18, 24, 44)
(2, 4, 9, 24, 25, 34, 40)
(4, 18, 21, 27, 32, 39, 44)
(5, 9, 15, 27, 32, 34, 40)
(15, 21, 25, 32, 34, 36, 38)
(2, 3, 9, 27, 36, 38, 39)
(4, 18, 21, 24, 25, 40, 44)
(2, 4, 15, 21, 27, 34, 36)
(2, 5, 24, 32, 38, 39, 44)
(3, 15, 24, 25, 27, 32, 34)
(2, 3, 5, 18, 25, 36, 39)
(2, 9, 15, 18, 24, 27, 44)
(3, 4, 5, 21, 25, 27, 38)
(9, 15, 18, 24, 25, 32, 38)
(4, 9, 21, 24, 34, 38, 44)
(3, 4, 27, 36, 38, 39, 40)
(2, 4, 5, 18, 32, 36, 44)
(2, 3, 5, 24, 32, 39, 40)
45-18-7-5-4-1-59
