(1, 2, 4, 5, 6, 9, 11, 15, 16, 19, 20, 22, 28, 30, 34, 35, 40, 43, 44)
(2, 6, 20, 22, 30, 43, 44)
(4, 5, 11, 16, 22, 30, 40)
(2, 9, 16, 20, 28, 35, 43)
(9, 11, 34, 35, 40, 43, 44)
(9, 11, 15, 20, 22, 28, 40)
(4, 5, 6, 15, 16, 28, 44)
(1, 2, 5, 22, 40, 43, 44)
(15, 19, 22, 30, 34, 40, 43)
(1, 4, 6, 11, 16, 19, 34)
(5, 6, 19, 20, 22, 28, 35)
(2, 5, 9, 11, 15, 16, 30)
(4, 22, 28, 30, 34, 35, 44)
(2, 4, 5, 15, 19, 34, 35)
(1, 4, 5, 19, 20, 28, 43)
(6, 16, 20, 28, 30, 34, 40)
(1, 5, 6, 9, 35, 43, 44)
(2, 4, 6, 9, 19, 30, 43)
(1, 6, 15, 19, 20, 40, 44)
(1, 2, 4, 11, 20, 30, 44)
(5, 11, 20, 30, 35, 40, 43)
(1, 2, 4, 6, 16, 35, 40)
(5, 6, 9, 15, 22, 30, 34)
(1, 9, 16, 19, 22, 28, 30)
(1, 2, 5, 15, 28, 34, 40)
(5, 6, 11, 28, 40, 43, 44)
(2, 11, 16, 19, 22, 35, 44)
(2, 4, 9, 15, 28, 43, 44)
(2, 6, 9, 11, 19, 20, 34)
(1, 4, 6, 9, 20, 22, 28)
(1, 9, 15, 20, 30, 34, 35)
(5, 16, 20, 22, 28, 34, 43)
(4, 5, 9, 16, 19, 28, 40)
(4, 6, 11, 15, 22, 35, 43)
(4, 15, 16, 34, 35, 40, 44)
(2, 19, 20, 22, 34, 35, 40)
(1, 5, 11, 15, 19, 35, 43)
(2, 5, 6, 16, 19, 30, 43)
(1, 5, 6, 11, 20, 34, 44)
(2, 4, 5, 20, 22, 28, 30)
(1, 4, 5, 9, 22, 35, 44)
(1, 2, 4, 9, 30, 34, 40)
(2, 6, 11, 15, 16, 20, 22)
(4, 11, 20, 28, 34, 40, 43)
(15, 19, 20, 28, 30, 35, 44)
(9, 15, 16, 19, 34, 35, 43)
(2, 6, 11, 28, 34, 35, 44)
(4, 9, 11, 16, 28, 30, 44)
(1, 6, 9, 16, 22, 40, 43)
(2, 4, 11, 15, 19, 22, 40)
(4, 5, 6, 30, 35, 40, 44)
(1, 16, 22, 28, 34, 35, 43)
(1, 4, 6, 19, 22, 34, 44)
(1, 2, 6, 9, 15, 28, 35)
(9, 11, 15, 19, 20, 30, 43)
(5, 9, 11, 28, 34, 35, 40)
(2, 15, 16, 20, 22, 34, 44)
(6, 9, 16, 19, 20, 35, 44)
(1, 2, 11, 15, 30, 34, 43)
(1, 2, 6, 16, 28, 30, 44)
(9, 19, 22, 28, 34, 43, 44)
(1, 2, 4, 5, 16, 35, 43)
(4, 15, 20, 22, 35, 43, 44)
(2, 6, 19, 20, 28, 40, 43)
(1, 5, 9, 16, 19, 20, 40)
(1, 11, 16, 20, 28, 30, 35)
(6, 11, 19, 22, 28, 30, 40)
(1, 4, 5, 6, 15, 19, 30)
(1, 2, 5, 9, 19, 22, 34)
(4, 5, 11, 19, 20, 40, 44)
(5, 15, 16, 20, 30, 43, 44)
(2, 9, 15, 22, 30, 40, 44)
(4, 11, 16, 19, 22, 28, 43)
(1, 9, 11, 15, 16, 34, 44)
(1, 4, 6, 15, 34, 40, 43)
(1, 5, 16, 19, 28, 35, 44)
(4, 9, 16, 30, 35, 40, 43)
(2, 4, 5, 6, 9, 16, 20)
(2, 9, 11, 22, 28, 30, 34)
(6, 19, 28, 30, 34, 35, 43)
(1, 2, 15, 19, 20, 28, 34)
(2, 5, 6, 22, 35, 40, 44)
(2, 5, 20, 30, 34, 35, 43)
(2, 9, 16, 28, 40, 43, 44)
(1, 5, 20, 22, 28, 30, 40)
(4, 11, 15, 16, 30, 34, 35)
(5, 11, 16, 22, 34, 40, 44)
(1, 9, 15, 19, 22, 35, 40)
(1, 6, 9, 11, 20, 28, 43)
(6, 15, 16, 19, 22, 30, 44)
(2, 5, 6, 15, 16, 34, 43)
(5, 9, 19, 20, 30, 34, 44)
(2, 4, 6, 11, 19, 20, 35)
(2, 9, 15, 20, 30, 35, 40)
(2, 11, 15, 19, 28, 40, 44)
(1, 4, 16, 19, 20, 22, 34)
(4, 5, 9, 11, 34, 43, 44)
(2, 5, 9, 11, 22, 28, 35)
(1, 15, 28, 30, 34, 43, 44)
(1, 2, 16, 19, 22, 30, 43)
(4, 6, 9, 15, 28, 30, 40)
(1, 6, 9, 11, 30, 35, 44)
(2, 5, 6, 11, 19, 40, 43)
(1, 20, 22, 35, 40, 43, 44)
(4, 6, 16, 20, 34, 43, 44)
(5, 9, 15, 22, 30, 35, 43)
(5, 6, 15, 20, 34, 35, 40)
(1, 2, 4, 11, 16, 28, 43)
(9, 11, 15, 16, 19, 34, 40)
(1, 5, 6, 11, 22, 30, 34)
(5, 6, 9, 15, 16, 19, 28)
(2, 11, 16, 20, 30, 40, 44)
(1, 4, 19, 30, 34, 35, 40)
(5, 6, 16, 19, 20, 22, 43)
(2, 4, 5, 11, 19, 30, 44)
(1, 4, 5, 15, 20, 28, 35)
(6, 22, 28, 35, 40, 43, 44)
(4, 9, 11, 20, 22, 34, 35)
(5, 11, 15, 22, 28, 30, 44)
(2, 6, 15, 16, 28, 30, 35)
(1, 2, 4, 5, 6, 28, 34)
(1, 4, 11, 16, 22, 28, 40)
(4, 9, 15, 19, 20, 22, 30)
(4, 6, 11, 15, 19, 43, 44)
(4, 15, 19, 28, 35, 40, 43)
(2, 4, 9, 30, 35, 43, 44)
(4, 6, 16, 22, 30, 40, 43)
(5, 11, 15, 20, 28, 34, 43)
(5, 15, 19, 22, 34, 35, 44)
(1, 5, 6, 11, 16, 35, 43)
(1, 2, 9, 20, 22, 28, 44)
(5, 6, 9, 28, 30, 40, 44)
(2, 6, 9, 16, 22, 34, 40)
(1, 2, 4, 15, 16, 20, 44)
(2, 5, 16, 20, 22, 35, 40)
(2, 4, 5, 9, 16, 22, 44)
(1, 5, 6, 15, 22, 40, 44)
(1, 2, 9, 11, 15, 35, 40)
(6, 11, 20, 22, 28, 34, 44)
(1, 4, 9, 15, 16, 19, 43)
(1, 4, 5, 16, 30, 34, 40)
(4, 5, 28, 30, 35, 43, 44)
(4, 6, 9, 20, 30, 35, 40)
(1, 6, 15, 16, 20, 22, 30)
(9, 15, 20, 34, 40, 43, 44)
(16, 19, 20, 28, 34, 35, 40)
(2, 4, 6, 11, 15, 22, 34)
(2, 5, 11, 15, 16, 19, 20)
(2, 5, 9, 19, 28, 40, 43)
(1, 11, 15, 19, 20, 22, 40)
(4, 6, 9, 19, 28, 34, 44)
(1, 2, 6, 19, 22, 30, 35)
(1, 4, 19, 20, 30, 40, 44)
(4, 6, 9, 11, 15, 28, 35)
(5, 9, 11, 16, 20, 28, 30)
(1, 4, 11, 19, 30, 35, 43)
(1, 9, 16, 28, 35, 40, 44)
(1, 5, 9, 22, 34, 40, 43)
(2, 15, 30, 34, 35, 40, 43)
(5, 16, 19, 22, 30, 35, 44)
(11, 16, 20, 22, 30, 43, 44)
(2, 4, 9, 16, 19, 20, 43)
(1, 2, 9, 16, 20, 34, 35)
(1, 2, 6, 9, 15, 43, 44)
(1, 2, 5, 11, 15, 19, 30)
(4, 11, 19, 30, 34, 40, 44)
(1, 5, 11, 19, 22, 34, 35)
(4, 5, 6, 15, 30, 40, 43)
(5, 9, 15, 16, 20, 40, 44)
(6, 16, 19, 35, 40, 43, 44)
(2, 4, 11, 16, 28, 34, 35)
(6, 9, 11, 16, 20, 22, 40)
(9, 11, 19, 20, 35, 43, 44)
(1, 4, 6, 11, 35, 40, 44)
(2, 9, 19, 20, 28, 30, 43)
(6, 15, 20, 22, 28, 34, 43)
(4, 5, 6, 16, 19, 22, 28)
(1, 9, 11, 22, 30, 34, 40)
(15, 16, 19, 20, 30, 34, 40)
(1, 2, 4, 19, 22, 28, 40)
(5, 9, 11, 15, 16, 22, 43)
(2, 4, 5, 20, 28, 40, 44)
(1, 6, 11, 19, 28, 34, 43)
(5, 6, 9, 11, 16, 30, 35)
(1, 4, 5, 15, 20, 22, 43)
(1, 2, 6, 20, 34, 40, 43)
(2, 5, 6, 16, 34, 43, 44)
(2, 5, 22, 28, 30, 34, 40)
(2, 4, 15, 16, 22, 28, 35)
(1, 4, 5, 9, 11, 15, 44)
(1, 2, 20, 30, 34, 35, 44)
(1, 6, 9, 11, 15, 16, 28)
(1, 5, 6, 28, 30, 35, 43)
(2, 5, 15, 19, 20, 28, 44)
(4, 6, 9, 22, 40, 43, 44)
(6, 9, 16, 20, 22, 28, 35)
(1, 15, 16, 22, 30, 35, 40)
(4, 5, 11, 16, 20, 34, 35)
(2, 9, 19, 30, 34, 35, 44)
(4, 5, 6, 19, 30, 34, 35)
(2, 4, 9, 28, 34, 40, 43)
(1, 2, 4, 6, 15, 19, 44)
(2, 4, 11, 15, 20, 30, 34)
(2, 11, 16, 19, 22, 28, 43)
(2, 5, 9, 15, 19, 20, 40)
(1, 4, 9, 16, 28, 30, 34)
(1, 9, 16, 19, 30, 40, 44)
(1, 16, 20, 28, 35, 43, 44)
(6, 9, 11, 20, 22, 30, 44)
(2, 4, 5, 15, 22, 28, 43)
(1, 6, 9, 15, 16, 34, 35)
(11, 15, 20, 22, 28, 35, 40)
(2, 5, 6, 9, 19, 35, 43)
(5, 9, 11, 22, 30, 43, 44)
(1, 2, 11, 15, 19, 20, 43)
(16, 20, 22, 28, 30, 43, 44)
(2, 6, 11, 22, 34, 43, 44)
(2, 4, 6, 9, 11, 16, 28)
(1, 5, 11, 19, 28, 30, 43)
(11, 15, 16, 35, 40, 43, 44)
(1, 15, 16, 19, 20, 28, 44)
(1, 2, 5, 9, 11, 40, 44)
(2, 4, 9, 19, 20, 34, 40)
(4, 5, 11, 19, 20, 35, 43)
(1, 2, 9, 15, 19, 22, 43)
(1, 9, 11, 22, 28, 30, 35)
(1, 6, 16, 19, 35, 40, 44)
(2, 4, 5, 11, 16, 19, 35)
(2, 11, 15, 20, 28, 34, 40)
(1, 19, 20, 28, 35, 40, 44)
45-19-7-6-5-1-283
